case_id,description,hc,co,co2,o2,nox,lambda_analyser,stft_b1,ltft_b1,stft_b2,ltft_b2,obd_lambda,o2_upstream_classification,o2_downstream_voltage,map,maf,rpm,ect,vehicle_speed,fuel_pressure,dtcs,ff_ect,ff_rpm,ff_load,ff_map,ff_stft_b1,ff_ltft_b1,ff_dtcs,engine_temp,primary_symptom,fuel_type,induction_type,altitude_band,emission_class,mileage_bracket,oil_consumption,ignition_age,bank_config,expected_top_fault,expected_top_fault_family,expected_state,expected_confidence_min,expected_confidence_max,expected_demotion_note_contains,expected_perception_gap,reasoning,hc_2500,co_2500,co2_2500,o2_2500,nox_2500,lambda_2500
TC-048,TC48: λ_gas corrected to Brettschneider 1.344; OBD λ=1.0 in OBD_Lambda,20,0.1,12.0,6.0,0,1.344,0,0,,,1.0,,,,,,,,,P0171,,,,,,,,normal,,petrol,,,,,,,single,Air_Intrusion_Exhaust_Leak_TC,exhaust_leak,named_fault,0.55,0.75,,true,"HC 20 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 6%: severe lean / large misfire / air leak (>4%). NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1.344: cranking / no-combustion shape (master_gas_guide §3 rule 8 — route to non-starter pipeline); OBD λ=1 (Δ=+0.34) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
PDF-HI-001,No lambda; rich/over-fueling at high idle,650,4.0,11.0,0.3,0,0.8692,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,Rich_Over_Fueling_HighIdle,rich_mixture,named_fault,0.65,0.85,,false,"HC 650 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 4%: very rich (>3% — expect concurrent HC rise once rich-misfire threshold is crossed). CO2 11%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 0.8692: rich (≤0.95) — chemistry says excess fuel; OBD λ=0 (Δ=+0.87) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
PDF-HI-002,No lambda; lean misfire at high idle,1800,0.05,11.5,4.5,0,1.1632,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,running_rough,petrol,,,,,,,single,Lean_Misfire_HighIdle,misfire,named_fault,0.65,0.85,,false,"HC 1800 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 4.5%: severe lean / large misfire / air leak (>4%). NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1.1632: lean (≥1.05) — Brettschneider chemistry; OBD λ=0 (Δ=+1.16) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: HC↑ + O2↑ + CO≈0 → lean misfire (rule 2): the fuel never lit.",,,,,,
PDF-HI-005,High idle baseline; excellent combustion,15,0.1,15.2,0.3,30,1.001,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,no_fault,no_fault,insufficient_evidence,0.0,0.35,,true,"HC 15 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.2%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 30 ppm: low — rich quench or idle without thermal load. λ 1.001: in the catalyst window (0.97–1.03); OBD λ=0 (Δ=+1.00) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7).",,,,,,
PDF-HI-006,Engine healthy; cat not processing,25,0.05,14.5,0.4,80,1.0,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,Faulty_Catalyst_Engine_Healthy,catalyst_failure,insufficient_evidence,0.0,0.35,,true,"HC 25 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.4%: low — rich consumed the oxygen, or perfect stoich. NOx 80 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03); OBD λ=0 (Δ=+1.00) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7).",,,,,,
PDF-HI-007,λ corrected 1.052→1.221; O2 high from exhaust leak,20,0.02,11.0,3.5,0,1.221,0,0,,,1.05,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,Exhaust_Leak_False_Air,exhaust_leak,named_fault,0.65,0.85,,true,"HC 20 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.02%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 3.5%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1.221: lean (≥1.05) — Brettschneider chemistry; OBD λ=1.05 (Δ=+0.17) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
PDF-HI-008,λ corrected 1.04→1.238; misfire at high RPM,600,0.15,9.5,4.0,0,1.238,0,0,,,1.04,,,,,,,,,,,,,,,,,normal,running_rough,petrol,,,,,,,single,Ignition_Misfire_HighRPM,misfire,named_fault,0.65,0.85,,true,"HC 600 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.15%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 9.5%: severely depressed (<11% — large rich/lean misfire or sample dilution). O2 4%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1.238: lean (≥1.05) — Brettschneider chemistry; OBD λ=1.04 (Δ=+0.20) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: HC↑ + O2↑ + CO≈0 → lean misfire (rule 2): the fuel never lit.",,,,,,
PDF-HI-010,Reference baseline at high idle,12,0.08,15.3,0.25,20,1.01,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,no_fault,no_fault,insufficient_evidence,0.0,0.35,,true,"HC 12 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.08%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.3%: at or near the efficient ceiling (≥14.5% with cat). O2 0.25%: low — rich consumed the oxygen, or perfect stoich. NOx 20 ppm: low — rich quench or idle without thermal load. λ 1.01: in the catalyst window (0.97–1.03); OBD λ=0 (Δ=+1.01) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7).",,,,,,
PDF-4G-01,Pre-cat readings; NOx high before cat,20,0.1,14.8,0.4,850,1.009,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,Preconditioning_Catalyst_Out,catalyst_failure,named_fault,0.65,0.85,,true,"HC 20 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.8%: at or near the efficient ceiling (≥14.5% with cat). O2 0.4%: low — rich consumed the oxygen, or perfect stoich. NOx 850 ppm: elevated — hot lean burn or stuck-open EGR fingerprint. λ 1.009: in the catalyst window (0.97–1.03); OBD λ=0 (Δ=+1.01) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7).",,,,,,
PDF-4G-02,Rich + misfire warm idle; calc λ=0.920,400,2.5,12.5,0.8,0,0.9474,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,running_rough,petrol,,,,,,,single,High_CO_HC_Regular_Misfire,misfire,named_fault,0.65,0.85,,false,"HC 400 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 2.5%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.8%: typical pre-cat residual (0.5–1.5%). NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 0.9474: rich (≤0.95) — chemistry says excess fuel; OBD λ=0 (Δ=+0.95) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
PDF-4G-03,Rich; not quite misfire; calc λ=0.945,150,3.5,13.0,0.3,0,0.9116,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,Rich_Mixture_High_CO,rich_mixture,named_fault,0.65,0.85,,false,"HC 150 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 3.5%: very rich (>3% — expect concurrent HC rise once rich-misfire threshold is crossed). CO2 13%: healthy without-cat reference (13–14.5%). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 0.9116: rich (≤0.95) — chemistry says excess fuel; OBD λ=0 (Δ=+0.91) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
PDF-4G-04,Dead cylinder from ignition wire; calc λ=1.133,450,0.05,13.5,2.5,0,1.1060,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,4Gas_Dead_Hole_Ignition_Wire,misfire,named_fault,0.65,0.85,,false,"HC 450 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13.5%: healthy without-cat reference (13–14.5%). O2 2.5%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1.106: lean (≥1.05) — Brettschneider chemistry; OBD λ=0 (Δ=+1.11) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: HC↑ + O2↑ + CO≈0 → lean misfire (rule 2): the fuel never lit.",,,,,,
PDF-4G-05,Dead injector with catalyst lit; calc λ=0.997,120,0.3,14.2,0.5,0,1.0101,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,Dead_Hole_Injector_Catalyst_Lit,misfire,named_fault,0.65,0.85,,false,"HC 120 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.3%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.2%: healthy without-cat reference (13–14.5%). O2 0.5%: typical pre-cat residual (0.5–1.5%). NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1.0101: in the catalyst window (0.97–1.03); OBD λ=0 (Δ=+1.01) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7).",,,,,,
RULE-CO-1,Rule: CO>0.5% AND λ<0.98 = rich mixture,100,1.0,13.0,1.0,500,1.0,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,CO_Rule_Rich_Threshold_Example,rich_mixture,named_fault,0.65,0.85,,true,"HC 100 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 1%: mild rich / pre-cat normal (0.5–1.5%). CO2 13%: healthy without-cat reference (13–14.5%). O2 1%: typical pre-cat residual (0.5–1.5%). NOx 500 ppm: moderate idle/light-load combustion temperature. λ 1: in the catalyst window (0.97–1.03); OBD λ=0 (Δ=+1.00) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7).",,,,,,
RULE-NOx-1,Rule: NOx>300 at load AND λ>1.0 = lean/EGR fail,50,0.2,13.5,1.5,800,1.0,0,0,,,0.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,NOx_Rule_High_Temp_Example,invalid_input,invalid_input,0.0,0.35,,true,"HC 50 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.2%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13.5%: healthy without-cat reference (13–14.5%). O2 1.5%: typical pre-cat residual (0.5–1.5%). NOx 800 ppm: elevated — hot lean burn or stuck-open EGR fingerprint. λ 1: in the catalyst window (0.97–1.03); OBD λ=0 (Δ=+1.00) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7).",,,,,,
YAML-TC1,100% Health,12.0,0.1,15.2,0.3,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,no_fault,no_fault,insufficient_evidence,0.0,0.35,,false,"HC 12 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.2%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1: in the catalyst window (0.97–1.03).",,,,,,
YAML-TC11,Mechanical Lean (80%),45.0,0.02,11.5,4.5,0.0,1.18,,,,,,,,,,,,,,P0171,,,,,,,,normal,,petrol,,,,,,,single,invalid_input,invalid_input,invalid_input,0.0,0.35,,false,"HC 45 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.02%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 4.5%: severe lean / large misfire / air leak (>4%). NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1.18: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
YAML-TC12,Mechanical Rich (85%),180.0,4.5,12.5,0.2,0.0,0.86,,,,,,,,,,,,,,P0172,,,,,,,,normal,,petrol,,,,,,,single,rich_mixture,rich_mixture,named_fault,0.55,0.75,,false,"HC 180 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 4.5%: very rich (>3% — expect concurrent HC rise once rich-misfire threshold is crossed). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.2%: low — rich consumed the oxygen, or perfect stoich. NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 0.86: rich (≤0.95) — chemistry says excess fuel. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
YAML-TC21,ECU FAULT: Liar (25%),150.0,3.5,13.0,0.4,0.0,1.15,,,,,,,,,,,,,,P0171,,,,,,,,normal,,petrol,,,,,,,single,invalid_input,invalid_input,invalid_input,0.0,0.35,,true,"HC 150 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 3.5%: very rich (>3% — expect concurrent HC rise once rich-misfire threshold is crossed). CO2 13%: healthy without-cat reference (13–14.5%). O2 0.4%: low — rich consumed the oxygen, or perfect stoich. NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1.15: lean (≥1.05) — Brettschneider chemistry. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
YAML-TC22,ECU FAULT: Ref Volt (40%),10.0,0.1,15.2,0.2,0.0,1.0,,,,,,,,,,,,,,P0113,,,,,,,,normal,,petrol,,,,,,,single,ecu_fault,ecu_fault,named_fault,0.55,0.75,,false,"HC 10 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.2%: at or near the efficient ceiling (≥14.5% with cat). O2 0.2%: low — rich consumed the oxygen, or perfect stoich. NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1: in the catalyst window (0.97–1.03).",,,,,,
YAML-TC36,Ghost Misfire (45%),5.0,0.05,15.5,0.1,0.0,1.0,,,,,,,,,,,,,,P0300,,,,,,,,normal,running_rough,petrol,,,,,,,single,misfire,misfire,named_fault,0.55,0.75,,false,"HC 5 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.1%: low — rich consumed the oxygen, or perfect stoich. NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1: in the catalyst window (0.97–1.03).",,,,,,
YAML-TC37,Mechanical Misfire (75%),1200.0,0.5,10.0,5.0,0.0,1.2,,,,,,,,,,,,,,P0302,,,,,,,,normal,running_rough,petrol,,,,,,,single,misfire,misfire,named_fault,0.55,0.75,,false,HC 1200 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 0.5%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 10%: severely depressed (<11% — large rich/lean misfire or sample dilution). O2 5%: severe lean / large misfire / air leak (>4%). NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1.2: lean (≥1.05) — Brettschneider chemistry.,,,,,,
YAML-TC46,Sensor Aging (70%),20.0,0.1,15.0,0.2,0.0,1.0056,,,,,,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,sensor_fault,sensor_fault,named_fault,0.55,0.75,,false,"HC 20 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15%: at or near the efficient ceiling (≥14.5% with cat). O2 0.2%: low — rich consumed the oxygen, or perfect stoich. NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1.0056: in the catalyst window (0.97–1.03).",,,,,,
YAML-TC47,ECU FAULT: Driver (30%),80.0,1.5,13.5,1.5,0.0,1.0,,,,,,,,,,,,,,P0201,,,,,,,,normal,,petrol,,,,,,,single,ecu_fault,ecu_fault,named_fault,0.55,0.75,,false,HC 80 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 1.5%: mild rich / pre-cat normal (0.5–1.5%). CO2 13.5%: healthy without-cat reference (13–14.5%). O2 1.5%: typical pre-cat residual (0.5–1.5%). NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1: in the catalyst window (0.97–1.03).,,,,,,
YAML-TC48,Air Intrusion (55%),20.0,0.1,12.0,6.0,0.0,1.0,,,,,,,,,,,,,,P0171,,,,,,,,normal,,petrol,,,,,,,single,invalid_input,invalid_input,invalid_input,0.0,0.35,,false,"HC 20 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 6%: severe lean / large misfire / air leak (>4%). NOx 0: 4-gas analyser unmeasured channel (master_gas_guide §8.5: not low-NOx evidence). λ 1: in the catalyst window (0.97–1.03). Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
YAML-CSV1,insufficient_evidence,12.0,0.1,15.2,0.3,25.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,no_fault,no_fault,insufficient_evidence,0.0,0.35,,false,"HC 12 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.2%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 25 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
YAML-CSV5,insufficient_evidence,5.0,0.05,15.5,0.1,15.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,no_fault,no_fault,insufficient_evidence,0.0,0.35,,false,"HC 5 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.1%: low — rich consumed the oxygen, or perfect stoich. NOx 15 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
YAML-CSV16,Mechanical_Lean_Vacuum_Leak,45.0,0.02,11.5,4.5,120.0,1.2,,,,,1.18,,,,,,,,,P0171,,,,,,,,normal,,petrol,,,,,,,single,Mechanical_Lean_Vacuum_Leak,invalid_input,invalid_input,0.0,0.35,,false,"HC 45 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.02%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 4.5%: severe lean / large misfire / air leak (>4%). NOx 120 ppm: moderate idle/light-load combustion temperature. λ 1.2: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
YAML-CSV18,Mechanical_Rich_Leaking_Injector,180.0,4.5,12.5,0.2,30.0,0.85,,,,,0.86,,,,,,,,,P0172,,,,,,,,normal,,petrol,,,,,,,single,Mechanical_Rich_Leaking_Injector,rich_mixture,named_fault,0.70,0.90,,false,"HC 180 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 4.5%: very rich (>3% — expect concurrent HC rise once rich-misfire threshold is crossed). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.2%: low — rich consumed the oxygen, or perfect stoich. NOx 30 ppm: low — rich quench or idle without thermal load. λ 0.85: rich (≤0.95) — chemistry says excess fuel. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
